CR_WARRANTOR_IDENTIFIER|CR_WARRANTY_NUMBER|CR_NJ_BUILDERS_REG_NUMBER|CR_WARRANTY_START_DTE|CR_COMUN_CODE|CR_BUILDING_STREET_NAME|CR_BUILDING_STREET_NUMBER|CR_BUILDING_CITY|CR_SALE_PRICE|CR_BUILDING_TYPE|CR_CONSTRUCTION_TYPE|CR_STORIES|CR_OWNER_TYPE|CR_BLOCK_NUMBER|CR_LOT_NUMBER|COMPANY_NAME
QBW|         505939|22872|20150305|1517|57th|112|BRANT BEACH|609000|101|C|2|N|15.53|12|E H J  INC
QBW|         510139|25837|20150131|1511|Lakehurst Ave|901|Jackson|295000|101|C|2|N|19001|4.01|AJ SKORA INC
QBW|         510914|25837|20141203|1512|Leguene Ave|1208|Forked River|345000|101|C|2|N|1149|12|AJ SKORA INC
QBW|         510138|25837|20150126|1505|Amsterdam Ave|406|Berkley|299000|101|C|2|N|378|17|AJ SKORA INC
QBW|         510049|26343|20150213|111|CARA MIA LANE|117|GALLOWAY|305875|101|C|2|N|865.01|6.09|GAETANO P GIORDANO BUILDERS LLC
QBW|         503190|28079|20150220|1210|West Chestnut Avenue|209|Metuchen|600600|101|C|2|N|51.10|33 & 34|FOX & FOXX DEVELOPMENT L L C
QBW|         506966|28079|20150217|2020|Florence Avenue|100|Westfield|879900|101|C|2|N|2816|30|FOX & FOXX DEVELOPMENT L L C
QBW|         501438|28079|20150108|2020|Leigh Drive|616|Westfield|1110000|101|C|2|N|5206|7|FOX & FOXX DEVELOPMENT L L C
QBW|         504114|28276|20150130|1515|7th Ave|2|TOMS RIVER|635000|101|C|2|H|1026|26|DOLPHIN HOMES LLC
QBW|         498284|32336|20141015|1323|ALWIN TERRACE|39|LITTLE SILVER|423200|101|C|2|N|84|7|HOME & LAND DEVELOPMENT CORP
QBW|         509524|33358|20141231|1533|Rockland Street|75|BARNEGAT|486495|101|C|2|H|93.32|24|HERITAGE POINT LP
QBW|         510385|33358|20150121|1533|Rockland Street|77|BARNEGAT|446255|101|C|2|H|93.32|23|HERITAGE POINT LP
QBW|         510836|33358|20150129|1533|Rockland Street|93|BARNEGAT|310000|101|C|2|H|93.32|15|HERITAGE POINT LP
QBW|         511543|33358|20150303|1533|Heritage Point Blvd.|121|BARNEGAT|398030|101|C|2|H|93.31|29|HERITAGE POINT LP
QBW|         490604|35827|20141223|1221|DaVinci drive|39|MONMOUTH JUNCTION|647022|101|C|2|H|81|31|VILLAGIO LLC
QBW|         465455|35827|20141210|1221|DaVinci Dr|87|MONMOUTH JUNCTION|644750|101|C|2|H|81.01|8|VILLAGIO LLC
QBW|         502997|35827|20141219|1221|DaVinci Drive|71|MONMOUTH JUNCTION|615125|101|C|2|H|81|47|VILLAGIO LLC
QBW|         505691|37882|20141112|1332|Ensign|125|Little Egg Harbor|257859|101|C|2|N|326.24|12|D E N J INC
QBW|         502436|38350|20150215|1520|Glenwood|2109|Point Pleasant|300000|101|C|2|N|300|19|NEWLIN CONSTRUCTION LLC
QBW|         502443|38350|20141215|1524|Glenwood|2126|Point Pleasant|420000|101|C|2|N|300|36|NEWLIN CONSTRUCTION LLC
QBW|         502120|38711|20150130|714|Verona Avenue|357-359|Newark|540000|101|C|3|N|858|50.13|JOMBAL LLC
QBW|         504494|38895|20150217|1511|Noble Court|3|JACKSON|456425|101|C|3|N|16003|34|PARAMOUNT HOMES AT GRAND AVENUE LLC
QBW|         505822|38895|20150315|1511|Royal Grove Drive|19|JACKSON|433953|101|C|3|N|16003|31|PARAMOUNT HOMES AT GRAND AVENUE LLC
QBW|         506333|38895|20150324|1511|Bellagio Road|17|JACKSON|591783|101|C|3|N|4303|33|PARAMOUNT HOMES AT GRAND AVENUE LLC
QBW|         506337|38895|20150320|1511|Aristocrat Way|24|JACKSON|436030|101|C|3|N|16003|18|PARAMOUNT HOMES AT GRAND AVENUE LLC
QBW|         504473|40851|20141230|1514|New York Avenue|11|Lakewood|565000|101|C|3|N|224|7.02|CONSTRUCTION DEPOT LLC
QBW|         504477|40851|20150107|1514|Squankum Road|586|Lakewood|539000|101|C|3|N|1.04|20.01|CONSTRUCTION DEPOT LLC
QBW|         504474|40851|20141215|1520|New York Avenue|9|Lake|351378|101|C|3|N|224|7.03|CONSTRUCTION DEPOT LLC
QBW|         504476|40851|20141215|1514|Squankum Road|580|Lakewood|539000|101|C|3|N|1.04|20.02|CONSTRUCTION DEPOT LLC
QBW|         504475|40851|20150120|1514|Towers Street|1475|Lakewood|400000|101|C|3|N|855.03|30.02|CONSTRUCTION DEPOT LLC
QBW|         507876|42082|20150313|1713|Granite Lane|61|CARNEYS POINT TOWNSH|321425|101|C|3|H|160.04|3|POINT ONE INVESTMENTS LLC
QBW|         502375|43213|20141231|1219|Whitehead Avenue|160|SAYREVILLE|614665|101|C|3|H|136.16|142|K-LAND NO 59 LLC
QBW|         502376|43213|20150220|1219|Whitehead Avenue|153|SAYREVILLE|652900|101|C|3|H|136.16|148|K-LAND NO 59 LLC
QBW|         505023|43213|20141223|1219|Whitehead Avenue|127|SAYREVILLE|569895|101|C|3|H|136.17|1|K-LAND NO 59 LLC
QBW|         505222|43213|20150130|1219|Whitehead Avenue|157|SAYREVILLE|555865|101|C|3|H|136.16|146|K-LAND NO 59 LLC
QBW|         507623|43213|20150227|1219|Wisniewski Road|58|SAYREVILLE|577530|101|C|3|H|136.16|157|K-LAND NO 59 LLC
QBW|         505224|43213|20150306|1219|Whitehead Avenue|151|SAYREVILLE|675570|101|C|3|H|136.16|149|K-LAND NO 59 LLC
QBW|         505223|43213|20150204|1219|Whitehead Avenue|161|SAYREVILLE|554665|101|C|3|H|136.16|144|K-LAND NO 59 LLC
QBW|         505221|43213|20141219|1219|Wisniewski Road|67|SAYREVILLE|504590|101|C|3|H|136.17|7|K-LAND NO 59 LLC
QBW|         503499|43213|20150107|1219|Whitehead Avenue|154|SAYREVILLE|549900|101|C|3|H|136.16|139|K-LAND NO 59 LLC
QBW|         507854|45767|20150129|803|Elaine Drive|716|Mickelton|226985|101|C|3|N|1106|1.30|SCHAEFFER CONSTRUCTION LLC
QBW|         507837|45768|20150226|112|Danielle Court|28|Mays Landing|334805|101|C|3|H|1126|2.11|SCHAEFFER LAND LLC
QBW|         507842|45768|20150219|112|Danielle Court|24|Mays Landing|395000|101|C|3|H|1126|2.13|SCHAEFFER LAND LLC
QBW|         507875|45768|20150130|610|Cottage St.|62|Millville|309412|101|C|3|H|52.02|31|SCHAEFFER LAND LLC
QBW|         507843|45768|20141230|112|Danielle Court|16|Mays Landing|385779|101|C|3|H|1126|2.17|SCHAEFFER LAND LLC
QBW|         507628|46298|20150113|1516|North Spinnaker Drive|126|Little Egg Harbor|200000|101|C|3|N|326.25|57|ICON BUILDERS LLC
RWC|        3282682|49|20140916|1429|ESSEX ROAD|        42|PARSIPPANY|545000|101||2|N|NA|1|GEORGIAN HOMES INC
RWC|        3301378|768|20150116|1429|GARFIELD ROAD|        87|PARSIPPANY|550000|101||2|N|358|8|TEDESCO CONTRACTING INC
RWC|        3281656|3757|20150121|211|RUDOLPH AVENUE|        93|ELMWOOD PARK|460000|101||2|N|NA|16.02|R J TRAWINSKI DEVELOPMENT CORP*
RWC|        3277999|6328|20141010|1517|E MARINE LANE|       140|LONG BEACH TOWNSHIP|609000|101||2|N|8.08|12|J M SEDDON CONTRACTING CO INC
RWC|        3305604|7453|20150227|1009|WINDSOR WAY|        11|FLEMINGTON|727159|101||2|N|15|21.17|BRINKERHOFF ENTERPRISES INC
RWC|        3296306|8354|20141201|510|SECOND AVE|     10407|STONE HARBOR|1300000|101||2|N|NA|76|D L MINER CONSTRUCTION INC
RWC|        2294433|9792|20130426|508|A ASBURY AVE|      2125|OCEAN CITY|253000|103||3|C|2102|3|ROBERT COSTE INC
RWC|        2294434|9792|20130426|508|B ASBURY AVE|      2125|OCEAN CITY|253000|103||3|C|2101|3|ROBERT COSTE INC
RWC|        2605885|9792|20121001|508|BRIGHTON PLACE|       876|OCEAN CITY|262500|103||2|C|1|403.01|ROBERT COSTE INC
RWC|        2983609|9792|20120327|508|WEST AVE|      2226|OCEAN CITY|287500|103||3|C|2204|15|ROBERT COSTE INC
RWC|        3058449|9792|20120810|508|TH STREET|       859|OCEAN CITY|281300|103||3|C|403|24.01|ROBERT COSTE INC
RWC|        3091226|9792|20120701|508|WEST AVE|      2242|OCEAN CITY|162500|103||2|C|2204|19|ROBERT COSTE INC
RWC|        3140735|9792|20131224|508|TH ST|       883|OCEAN CITY|207000|103||3|C|NA|NA|ROBERT COSTE INC
RWC|        3140737|9792|20120720|508|TH ST|       853|OCEAN CITY|203000|103||3|H|NA|NA|ROBERT COSTE INC
RWC|        3265580|9792|20141228|508|OCEAN ROAD|       315|OCEAN CITY|993706|101||3|N|70.27|6|ROBERT COSTE INC
RWC|        3222850|9792|20140620|508|EAST ATLANTIC UNIT A|       117|OCEAN CITY|1110000|103||3|C|70.34|11|ROBERT COSTE INC
RWC|        3140738|9792|20120720|508|TH ST|       855|OCEAN CITY|203000|103||2|H|NA|NA|ROBERT COSTE INC
RWC|        3140736|9792|20121224|508|TH ST|       885|OCEAN CITY|219000|103||3|C|NA|NA|ROBERT COSTE INC
RWC|        3091225|9792|20120701|508|WEST AVE|      2240|OCEAN CITY|162500|103||2|C|2204|19|ROBERT COSTE INC
RWC|        3058447|9792|20120810|508|TH STREET|       857|OCEAN CITY|203700|103||3|C|403|24.01|ROBERT COSTE INC
RWC|        2983608|9792|20120327|508|WEST AVE|      2224|OCEAN CITY|287500|103||3|C|2204|15|ROBERT COSTE INC
RWC|        2605886|9792|20121001|508|BRIGHTON PLACE|       878|OCEAN CITY|262500|103||2|C|1|403.01|ROBERT COSTE INC
RWC|        3310482|11578|20141215|1517|W. 8TH ST.|       379|SHIP BOTTOM|413000|101||2|H|110|18 c.06|CALLAN & MOELLER CONSTRUCTION INC
RWC|        3313847|11578|20150106|1517|W. 8TH ST.|       375|SHIP BOTTOM|415000|101||2|N|110|18|CALLAN & MOELLER CONSTRUCTION INC
RWC|        3317995|11578|20150206|1517|W. 8TH ST.|       373|SHIP BOTTOM|414900|101||2|N|110|18|CALLAN & MOELLER CONSTRUCTION INC
RWC|        3262879|12146|20150228|1514|LEONARD STREET|       120|LAKEWOOD|299000|101||2|N|228|5|MCEF CONSTRUCTION CORP
RWC|        3306007|12146|20141210|1321|HUMMINGBIRD|         3|HOWELL|725000|101||2|N|42.06|75.02|MCEF CONSTRUCTION CORP
RWC|        3268511|12146|20150225|1514|LEONARD STREET|       105|LAKEWOOD|329000|101||2|N|227|9|MCEF CONSTRUCTION CORP
RWC|        3297687|12197|20141003|1353|VICTORIAN CT|        11|WEST LONG BRANCH|369000|101||2|H|7|1.12|HEMENWAY CONSTRUCTION INC
RWC|        3297688|12197|20141001|1353|VICTORIAN CT|         9|WEST LONG BRANCH|369900|101||2|H|7|1.10|HEMENWAY CONSTRUCTION INC
RWC|        3301732|12197|20141014|1353|VICTORIAN CT|         8|WEST LONG BRANCH|363000|101||2|H|7|1.09|HEMENWAY CONSTRUCTION INC
RWC|        3292414|14538|20141223|253|WITTICH|       560|RIVERVALE|997000|101||2|N|NA|1|CHIELLINI CONSTRUCTION
RWC|        3305693|17415|20150105|1528|W 22ND ST|       229|SHIP BOTTOM|205000|101||2|N|40|26|R D (GIG) GHIGLIOTTY SR
RWC|        3314666|17415|20150226|1516|S ENSIGN DRIVE|        33|LITTLE EGG HARBOR|290000|101||1|N|326.31|31|R D (GIG) GHIGLIOTTY SR
RWC|        3318825|19533|20150120|1016|FAIRVIEW ROAD|        43|FRENCHTOWN|566353|101||2|N|28|10.03|BARBIERI BUILDERS CORP
RWC|        3291232|21243|20140820|1327|POMPANO AVE.|       566|MANASQUAN|220000|101||2|N|182.03|11|ANTHONY MANCINI CONSTRUCTION CO
RWC|        3318846|22405|20150226|1405|MAY DRIVE|        90|CHATHAM|2850000|101||2|N|NA|90|ROLLING HILL COMPANY
RWC|        3197384|24009|20150120|258|STONERIDGE ROAD|        65|SADDLE RIVER|1580000|101||2|N|1301|11|MALPA GENERAL CONTRACTING CORP
RWC|        3202247|24009|20150125|202|GRAHAM STREET|        16|ALPINE|2145000|101||2|N|39.01|9.15|MALPA GENERAL CONTRACTING CORP
RWC|        3293398|24155|20141121|1424|JAMES ST|        69|MORRISTOWN|417440|101||1|N|7201|25|GRANT HOMES LLC
RWC|        3268513|25038|20150108|1514|TH STREET|       408|LAKEWOOD|610000|102||2|N|71|3.02|LAND TECHNOLOGY AT MANALAPAN LLC
NHW|202472|26891|20141126|1532|PHARO STREET|306|TUCKERTON|151000|101|C|1|N|5|5.02|HABITAT FOR HUMANITY
NHW|202279|42406|20141015|1426|ONDISH COURT|128|MOUNT ARLINGTON|504900|101|C|1|H|58|132|BROOKLAND PARTNERS LLC
NHW|202965|42588|20150226|1403|BRANDON COURT|21|BUTLER|441950|102|C|2|C|76.39|1|MNB REALTY COMPANY LLC
NHW|202966|42588|20150226|1403|BRANDON COURT|19|BUTLER|460150|103|C|2|C|76.39|1|MNB REALTY COMPANY LLC
NHW|202786|43024|20150109|1103|LENOX AVENUE|360|HAMILTON|159990|101|C|1|N|2610|1.03|EHS CONSTRUCTION LLC
NHW|202625|43623|20141125|1911|TARRINIGTON ROAD BLDG:1 UNT-103|173|HARDYSTON|212363|105|C|4|C|16.29|1C0103|SHOTLAND BAUER LLC
NHW|202795|43623|20150120|1911|WOODCOTT DRIVE|17|HARDYSTON|537743|101|C|2|H|16.28|1.11|SHOTLAND BAUER LLC
NHW|202728|43623|20150106|1911|TARRINGTON ROAD UNIT-105|177|HARDYSTON|216532|105|C|4|H|16.29|1C0105|SHOTLAND BAUER LLC
NHW|202794|43623|20150106|1911|COVENTRY ROAD|11|HARDYSTON|419898|101|C|1|H|16.30|1.08|SHOTLAND BAUER LLC
NHW|202926|44273|20150223|245|12TH STREET UNIT-A|308|PALISADES PARK|620000|103|C|2|C|427|2|V LUPPINO LLC
NHW|202845|44508|20150115|2020|SEWARD AVENUE|1000|WESTFIELD|1300000|101|C|2|N|4604|1|GIALLUISI CUSTOM HOMES LLC
NHW|202775|44609|20150113|805|WHITE TAIL PASS|123|FRANKLINVILLE|264700|101|C|2|N|5702|59.21|DEER MEADOW AT FRANKLIN INC
NHW|202991|45187|20150220|219|5TH STREET UNIT-B|2419|FORT LEE|740000|103|C|3|N|7152|2|LUPPINO HOMES LLC
NHW|202813|45551|20150312|1225|NORTH GRANT AVENUE|46|COLONIA|611500|101|C|2|N|473.07|6.03|GRANT & CENTRAL LLC
NHW|202788|45684|20150129|1352|NORTH BOULEVARD|614|LAKE COMO|461529|101|M|2|N|13|31|COASTAL MODULAR GROUP CORP
NHW|202999|46020|20150213|2020|QUANTUCK LANE|408|WESTFIELD|1699000|101|C|2|N|404||PREMIER DESIGN CUSTOM HOMES LLC
NHW|202529|46327|20141201|1431|HIGHLAND AVENUE|10|POMPTON PLAINS|729000|101|C|2|N|1404|23.01|C U Z DEVELOPMENT GROUP LLC
RWC|        3319563|26061|20150226|1820|CONKLIN LANE|        10|WARREN|1535000|101||2|H|62|13.03|CRC COMMUNITIES INC
RWC|        3321841|26061|20150320|1820|CARRIAGE COURT|         1|WARREN|1649900|101||2|N|86.01|27.14|CRC COMMUNITIES INC
RWC|        3307401|26244|20150121|1511|MAXIM COURT|        26|JACKSON|410000|101||2|N|15801|53.06|AARON DEVELOPERS INC
RWC|        3311089|26244|20150206|1512|MAXIM COURT|        10|JACKSON|409000|101||2|N|15805|13|AARON DEVELOPERS INC
RWC|        3169112|26374|20141125|1433|RAMAPO COURT|      3211|RIVERDALE|225000|105||4|C|40|3.3211|D.R. HORTON INC - NEW JERSEY
RWC|        3277187|26374|20141118|108|BLUEBELL DRIVE|       107|EGG HARBOR|240000|101||2|H|3326|5|D.R. HORTON INC - NEW JERSEY
RWC|        3272875|26374|20150126|806|QUAKER LANE|       102|GLASSBORO|211700|101||2|H|197.07|5|D.R. HORTON INC - NEW JERSEY
RWC|        3272871|26374|20150228|806|QUAKER LANE|       110|GLASSBORO|246710|101||2|H|197.07|1|D.R. HORTON INC - NEW JERSEY
RWC|        3272869|26374|20141205|806|HERITAGE LOOP|       301|GLASSBORO|371522|101||2|H|197.10|21|D.R. HORTON INC - NEW JERSEY
RWC|        3272866|26374|20141230|806|HERITAGE LOOP|       307|GLASSBORO|250000|101||2|N|197.10|18|D.R. HORTON INC - NEW JERSEY
RWC|        3272865|26374|20141120|806|HERITAGE LOOP|       309|GLASSBORO|288394|101||2|H|197.10|17|D.R. HORTON INC - NEW JERSEY
RWC|        3272863|26374|20141215|806|HERITAGE LOOP|       313|GLASSBORO|230368|101||2|H|197.10|15|D.R. HORTON INC - NEW JERSEY
RWC|        3272859|26374|20141114|806|HERITAGE LOOP|       312|GLASSBORO|322730|101||2|H|197.06|5|D.R. HORTON INC - NEW JERSEY
RWC|        3272858|26374|20150227|806|HERITAGE LOOP|       310|GLASSBORO|307710|101||2|H|197.06|4|D.R. HORTON INC - NEW JERSEY
RWC|        3272857|26374|20141230|806|HERITAGE LOOP|       308|GLASSBORO|370902|101||2|H|19706|3|D.R. HORTON INC - NEW JERSEY
RWC|        3272852|26374|20141120|806|QUAKER LANE|       105|GLASSBORO|324405|101||2|H|197.06|37|D.R. HORTON INC - NEW JERSEY
RWC|        3272850|26374|20141126|806|QUAKER LANE|       101|GLASSBORO|312101|101||2|H|197.06|35|D.R. HORTON INC - NEW JERSEY
RWC|        3268890|26374|20150213|820|KAREN ANN COURT|      1217|THOROFARE|333500|101||2|H|354|1.21|D.R. HORTON INC - NEW JERSEY
RWC|        3268888|26374|20141001|820|KAREN ANN COURT|      1218|THOROFARE|394450|101||2|H|354|1.19|D.R. HORTON INC - NEW JERSEY
RWC|        3268881|26374|20141230|820|KAREN ANN COURT|      1204|THOROFARE|349990|101||2|H|354|1.12|D.R. HORTON INC - NEW JERSEY
RWC|        3296487|26374|20141031|806|DIGIOVANNI|       112|GLASSBORO|337198|101||2|H|NA|1|D.R. HORTON INC - NEW JERSEY
RWC|        3296486|26374|20141219|108|BLUEBELL DRIVE|       112|EGG HARBOR|289909|101||2|H|3318|22|D.R. HORTON INC - NEW JERSEY
RWC|        3296485|26374|20141030|108|VIOLET DRIVE|       100|EGG HARBOR|308825|101||2|H|3325|1|D.R. HORTON INC - NEW JERSEY
RWC|        3296484|26374|20141029|108|BLUEBELL DRIVE|       135|EGG HARBOR|340264|101||2|H|3326|19|D.R. HORTON INC - NEW JERSEY
RWC|        3281949|26374|20141124|710|CARILLON CIRCLE|        46|LIVINGSTON|792095|101||2|H|1501.7|6|D.R. HORTON INC - NEW JERSEY
RWC|        3281943|26374|20141117|710|CARILLON CIRCLE|        36|LIVINGSTON|714690|101||2|H|1501.10|5|D.R. HORTON INC - NEW JERSEY
RWC|        3281942|26374|20141114|710|CARILLON CIRCLE|        38|LIVINGSTON|711500|101||2|H|1501.10|4|D.R. HORTON INC - NEW JERSEY
RWC|        3281941|26374|20141113|710|CARILLON CIRCLE|        40|LIVINGSTON|700530|101||2|H|1501.10|3|D.R. HORTON INC - NEW JERSEY
RWC|        3281940|26374|20141216|710|CARILLON CIRCLE|        42|LIVINGSTON|702795|101||2|H|1501.10|2|D.R. HORTON INC - NEW JERSEY
RWC|        3302648|26374|20141027|108|BLUEBELL DR|       121|EGG HARBOR|290790|101||2|H|3326|12|D.R. HORTON INC - NEW JERSEY
RWC|        3301791|26374|20141015|806|HERITAGE LOOP|       203|GLASSBORO|390387|101||2|H|NA|1|D.R. HORTON INC - NEW JERSEY
RWC|        3297409|26374|20150323|1518|KAREN COURT|        10|MANCHESTER|320000|101||2|N|38|3.19|D.R. HORTON INC - NEW JERSEY
RWC|        3296488|26374|20141104|806|HERITAGE LOOP|       323|GLASSBORO|255000|101||2|H|NA|1|D.R. HORTON INC - NEW JERSEY
RWC|        3239577|26374|20141001|710|BERESFORD LANE|        19|LIVINGSTON|742000|101||2|N|1501.3|1|D.R. HORTON INC - NEW JERSEY
RWC|        3227413|26374|20141218|806|GRANDE BOULEVARD|       356|GLASSBORO|255000|101||2|H|197.07|9|D.R. HORTON INC - NEW JERSEY
RWC|        3202090|26374|20141003|108|BLUEBELL DRIVE|       132|EGG HARBOR TOWNSHIP|215370|101||2|H|NA|1317|D.R. HORTON INC - NEW JERSEY
RWC|        3202088|26374|20141013|108|BLUEBELL DRIVE|       128|EGG HARBOR TOWNSHIP|219230|101||2|H|NA|1315|D.R. HORTON INC - NEW JERSEY
RWC|        3187234|26374|20141223|321|ELDERBERRY COURT|        13|MEDFORD|655370|101||2|N|6501.08|7|D.R. HORTON INC - NEW JERSEY
RWC|        3177883|26374|20141124|1331|BIRCH STREET|         5|MIDDLETOWN|458000|101||2|C|746|29.18|D.R. HORTON INC - NEW JERSEY
RWC|        3177893|26374|20140922|1331|FEAKES DRIVE|         1|MIDDLETOWN|524795|101||2|H|746|29.26|D.R. HORTON INC - NEW JERSEY
RWC|        3177895|26374|20150220|1331|FEAKES DRIVE|         4|MIDDLETOWN|500000|101||2|C|746|29.39|D.R. HORTON INC - NEW JERSEY
RWC|        3317938|26374|20150206|806|HERITAGE LOOP|       303|GLASSBORO|304000|101||2|N|197.10|3250|D.R. HORTON INC - NEW JERSEY
RWC|        3317675|26374|20150226|108|IVY ROAD|       202|EGG HARBOR TWP|295722|101||2|N|3325|10|D.R. HORTON INC - NEW JERSEY
RWC|        3317672|26374|20150224|108|BLUEBELL DRIVE|       133|EGG HARBOR TWP|286230|101||2|H|3326|18|D.R. HORTON INC - NEW JERSEY
RWC|        3314245|26374|20150130|806|HERITAGE LOOP|       302|GLASSBORO|295132|101||2|N|197.06|1|D.R. HORTON INC - NEW JERSEY
RWC|        3313342|26374|20150126|108|VIOLET DRIVE|       102|EGG HARBOR TWP|243430|101||2|H|3325|2|D.R. HORTON INC - NEW JERSEY
RWC|        3313341|26374|20150202|806|HERITAGE LOOP|       201|GLASSBORO|404347|101||2|H|197.04|27|D.R. HORTON INC - NEW JERSEY
RWC|        3313340|26374|20150128|806|HERITAGE LOOP|       342|GLASSBORO|229660|101||2|H|197.06|19|D.R. HORTON INC - NEW JERSEY
RWC|        3306374|26374|20141124|2108|SOWERS DRIVE|       125|HACKETTSTOWN|345000|101||2|H|8420|39|D.R. HORTON INC - NEW JERSEY
RWC|        3306371|26374|20150206|2108|SOWERS DRIVE|       119|HACKETTSTOWN|329960|101||2|H|8420|39|D.R. HORTON INC - NEW JERSEY
RWC|        3177901|26374|20141126|1331|FEAKES DRIVE|        16|MIDDLETOWN|530193|101||2|C|746|29.33|D.R. HORTON INC - NEW JERSEY
RWC|        3293200|26386|20150319|1337|LINDEN STREET|      2014|OAKHURST|510000|101||2|N|33.10|6|PALATIAL HOMES INC
RWC|        3297526|26386|20150130|1352|MCKINLEY ST|      3022|WALL|551500|101||2|N|252|2|PALATIAL HOMES INC
RWC|        3307445|26942|20150105|1533|HAWTHORNE LANE|       209|BARNEGAT|242385|101||2|H|144.07|41|WALTERS DEVELOPMENT CO LLC
RWC|        3317680|26942|20150203|1533|EMERSON LANE|       167|BARNEGAT|320000|101||2|N|144.09|17|WALTERS DEVELOPMENT CO LLC
RWC|        3302547|27031|20141121|1507|HARVEST WAY|       605|TOMS RIVER|220000|105||2|H|172|11.04|HOMES FOR ALL INC
RWC|        3310180|27031|20141212|1507|HARVEST WAY|       508|TOMS RIVER|165000|105||2|H|172|11.04|HOMES FOR ALL INC
RWC|        3302549|27031|20150213|1507|HARVEST WAY|       608|TOMS RIVER|165000|103||2|N|172|11.04|HOMES FOR ALL INC
RWC|        3310179|27031|20141218|1507|HARVEST WAY|       505|TOMS RIVER|220000|105||2|H|172|11.04|HOMES FOR ALL INC
RWC|        3302548|27031|20141124|1507|HARVEST WAY|       607|TOMS RIVER|165000|105||2|H|172|11.04|HOMES FOR ALL INC
RWC|        3272840|27086|20141223|2020|IRVING AVENUE||WESTFIELD|980000|101||2|N|NA|1100|D VILLANE CONSTRUCTION LLC*
RWC|        3272844|27086|20140818|2020|HAMILTON AVENUE||WESTFIELD|650000|101||2|N|NA|137|D VILLANE CONSTRUCTION LLC*
RWC|        3272843|27086|20150302|2020|SUMMIT AVENUE|      1713|WESTFIELD|1350000|101||2|N|NA|1713|D VILLANE CONSTRUCTION LLC*
RWC|        3272842|27086|20150227|2020|BOULEVARD||WESTFIELD|1250000|101||2|N|NA|1608|D VILLANE CONSTRUCTION LLC*
RWC|        3314251|27086|20150123|2020|CLIFTON ST|       500|WESTFIELD|1350000|101||2|N|4702|42|D VILLANE CONSTRUCTION LLC*
RWC|        3313584|27622|20150121|1405|HILLTOP TERR.|         7|CHATHAM|2150000|101||2|N|69|1|PRIMAVERA PARKVIEW LLC
RWC|        3310840|28491|20141223|270|MOUNTAIN AVENUE|       717|WYCKOFF|1177200|101||2|N|434|10|BARRISTER HOME CONSTRUCTION INC
RWC|        3310865|29346|20150128|1518|MACKENZIE COURT|         4|WHITING|328000|101||2|H|111|11.02|MDR DEVELOPERS INC
RWC|        3255793|29611|20150117|810|HARDING AVENUE|       224|TOMS RIVER|147240|101||2|N|1060|92|ELITE CONSTRUCTION CORPORATION
RWC|        3307410|29611|20150106|810|HERON LANE|      3481|TOMS RIVER|173600|101||2|N|919.04|59|ELITE CONSTRUCTION CORPORATION
RWC|        3293404|30249|20150312|1821|VALLEY DRIVE|        56|WATCHUNG|975000|101||2|N|66.01|6.02|PINNACLE CONSTRUCTION SERVICES LLC
RWC|        3302976|30258|20141106|1614|CIRLE AVENUE|        87|WAYNE|1300000|101||2|N|4506|3|BLUE HILL ESTATES INC
RWC|        3319399|30258|20150302|253|ABBE CT|       614|RIVERVALE|1346000|101||2|N|NA|1|BLUE HILL ESTATES INC
RWC|        3272845|30364|20141220|1524|BAY ISLE DRIVE|      1748|POINT PLEASANT|395332|101||2|N|279|248|MSB DEVELOPMENT CO LLC
RWC|        3251779|30656|20141222|1319|MAYPINK LANE|       148|HOWELL|248400|101||2|N|977.06|1|PINE VIEW ESTATES LLC
RWC|        3252424|30656|20150107|1319|LITTLE LEAF LANE|        30|HOWELL|248400|101||2|H|977|18.49|PINE VIEW ESTATES LLC
RWC|        3256568|30656|20150203|1319|LITTLE LEAF LANE|        36|HOWELL|229900|101||2|H|977|18.46|PINE VIEW ESTATES LLC
RWC|        3268535|30656|20150317|1319|MAY PINK LANE|       118|HOWELL|239900|101||2|H|977.05|25|PINE VIEW ESTATES LLC
RWC|        3268539|30656|20150309|1319|LITTLE LEAF LANE|        41|HOWELL|253900|101||2|N|977.04|3|PINE VIEW ESTATES LLC
RWC|        3270275|30656|20150310|1319|MAYPINK LANE|       126|HOWELL|258400|101||2|H|977.05|29|PINE VIEW ESTATES LLC
RWC|        3268536|30656|20150227|1319|APPLE BLOSSOM LANE|        15|HOWELL|244400|101||2|H|977.05|33|PINE VIEW ESTATES LLC
RWC|        3257995|30656|20150102|1319|MAYPINK LANE|       124|HOWELL|234400|101||2|H|977.05|28|PINE VIEW ESTATES LLC
RWC|        3256566|30656|20150206|1319|MAYPINK LANE|       142|HOWELL|229900|101||2|H|977.06|10|PINE VIEW ESTATES LLC
RWC|        3255482|30656|20141222|1319|APPLE BLOSSOM LANE|        11|HOWELL|248400|101||2|H|977.05|34|PINE VIEW ESTATES LLC
RWC|        3315090|30660|20150210|318|WILDFLOWER COURT|         7|COLUMBUS|553226|101||2|N|42.31|91|GENERATION BUILDERS INC
RWC|        3129729|30819|20110623|718|HYER FARM RD|         8|ROSELAND|1290000|101||2|N|NA|9.3|ROSELAND GREEN LLC
